year,class,question_set,description,test_number,function,func_arg_list,in_list,exp_out_list,return_values
2023,8,12,"monthyear",1,ex7b,[],"[4,2009,'male',6,2009,'male',3,2009,'male',11,2009,'male']","[3,0]","[None]"
2023,8,12,"monthyear",1,ex7b,[],"[4,2009,'female',6,2009,'female',10,2009,'female',1,2009,'male']","[1,2]","[None]"
2023,8,12,"age_15_18",1,ex8a,"[12]","[]","[]","[False]"
2023,8,12,"age_15_18",1,ex8a,"[18]","[]","[]","[True]"
2023,8,12,"age_15_18",1,ex8b,"[]","[10,2,15,4,16,5,17,4]","[3]","[None]"
2023,8,12,"age_15_18",1,ex8b,"[]","[10,2,15,2,16,5,17,4]","[2]","[None]"
2023,8,12,"female_male",1,ex9a,"['male','male']","[]","[]","['m']"
2023,8,12,"female_male",1,ex9a,"['male','female']","[]","[]","['v']"
2023,8,12,"female_male",1,ex9a,"['female','female']","[]","[]","['f']"
2023,8,12,"female_male",1,ex9b,"[]","['female','female','male','male','male','male','male','male']","['males']","[None]"
2023,8,12,"female_male",1,ex9b,"[]","['female','female','female','female','female','female','male','male']","['females']","[None]"
2023,8,12,"female_male",1,ex9b,"[]","['female','female','female','female','male','male','male','male']","['equal']","[None]"
2023,8,13,"exists",1,ex5,"[]","['ron','dan','mor','uri','tamar','adi','mor']","['לא נוכל לשבצך בכיתה זו']","[None]"
2023,8,13,"exists",1,ex5,"[]","['ron','dan','mor','uri','tamar','adi','noa']","[['ron','dan','mor','uri','tamar','adi','noa']]","[None]"
2023,8,15,"calc_tuple",1,ex2a,"[10,12]","[]","[]","[(22,120,2)]"
2023,8,15,"calc_tuple",1,ex2b,"[]","[10,14]","[22,120,2]","[None]"
